headline,date,doc_type,material_type,section,keywords
F.C.C. Issues Snapshot of U.S. Internet Service,2014-06-26,article,News,,"['Computers and the Internet', 'Wireless Communications']"
A Brooklyn Show Celebrates an Inventive Mind of the Midway,2014-06-26,article,News,,['ANTIQUES']
Dance Listings for June 27-July 3,2014-06-26,article,Schedule,,['Dancing']
A Matchmaker in Reverse,2014-06-26,article,Review,,['Movies']
Museum & Gallery Listings for June 27-July 3,2014-06-26,article,Schedule,,"['Art', 'Museums']"
Environmental Agency Approves $511 Million Loan for Tappan Zee Replacement,2014-06-26,article,News,,"['Bridges and Tunnels', 'Infrastructure (Public Works)']"
From Letter Carrier to a Name in Lights,2014-06-26,article,Review,,['Movies']
Spare Times for Children for June 27-July 3,2014-06-26,article,Schedule,,"['Children and Childhood', 'Culture (Arts)']"
"Michaels I.P.O. Prices at $17, at Low End of Range",2014-06-26,article,News,,"['Handicrafts', 'Initial Public Offerings']"
"Two Lives, Ruthlessly Exploited",2014-06-26,article,Review,,['Movies']
Spare Times for June 27-July 4,2014-06-26,article,Schedule,,['Culture (Arts)']
"This Week’s Movies | June 27, 2014",2014-06-26,multimedia,Video,,['Movies']
Mixed Emotions at a Gathering to Say Goodbye,2014-06-26,article,Review,,['Movies']
Stiff Drinks and Stiff Upper Lips: Britons on a Tuscan Holiday,2014-06-26,article,Review,,['Movies']
Lost to the Grim Realities of India,2014-06-26,article,Review,,['Movies']
Slain Libyan Rights Activist Documented Her Last Hours Online,2014-06-26,article,News,,"['Assassinations and Attempted Assassinations', 'Human Rights and Human Rights Violations', 'Middle East and North Africa Unrest (2010- )', ""Women's Rights""]"
When Boy Meets Girl in Ben Franklin Wigs,2014-06-26,article,Review,,['Movies']
"After More Than 100 Days Away, Tiger Woods Plays Like His Partners: Raggedly",2014-06-26,article,News,,"['Golf', 'PGA Championship']"
"In Prisons, Sky-High Phone Rates and Money Transfer Fees",2014-06-26,article,News,,"['Prisons and Prisoners', 'Telephones and Telecommunications', 'Computers and the Internet']"
Navigating the New Publishing World,2014-06-26,article,Letter,,"['Writing and Writers', 'Books and Literature', 'Book Trade and Publishing', 'E-Books and Readers']"
"178 Years Late, a Briton Replenishes the Alamo",2014-06-26,article,News,,"['ALAMO (SAN ANTONIO, TEX)', 'Collectors and Collections', 'Memorabilia and Souvenirs', 'Music']"
A Trial in a Troubling Context,2014-06-26,article,Review,,"['Movies', 'Documentary Films and Programs']"
Resilient Dreamers,2014-06-27,multimedia,Video,,[]
Action by Argentina Seems to Defy Judge’s Order on Bond Payments,2014-06-27,article,News,,"['Hedge Funds', 'Stocks and Bonds']"
Jookin in the Spotlight,2014-06-27,multimedia,Video,,['Dancing']
"Finally, a Tide of Celebration in the Rockaways",2014-06-27,article,News,,"['Art', 'Music']"
Why Immigrant Children Are at Our Door,2014-06-27,article,Letter,,"['Immigration and Emigration', 'Refugees and Displaced Persons', 'Firearms']"
No Conclusion in Inquiry Into Scott Walker’s Campaign Fund-Raising,2014-06-27,article,News,,"['Elections, Governors', 'Special Prosecutors (Independent Counsel)', 'Campaign Finance']"
Shapes of an Extroverted Life,2014-06-27,article,Review,,['Art']
GTT ★,2014-06-27,article,News,,['Culture (Arts)']
Comedy and Carnage,2014-06-27,article,Review,,['Movies']
"In Gaza, Work but No Pay",2014-06-27,multimedia,Video,,"['Palestinians', 'Labor and Jobs']"
Fans Hospitalized in Latest Dance Music Setback,2014-06-27,article,News,,"['Music', 'Drug Abuse and Traffic']"
Leave Iraq to the Iraqis,2014-06-27,article,Letter,,['United States Defense and Military Forces']
"With Aplomb, Young Star Passes Test",2014-06-27,article,News,,"['Tennis', 'Wimbledon Tennis Tournament']"
Money Splits a City Still Mourning Its Firefighters,2014-06-27,article,News,,"['Wildfires', 'Fires and Firefighters', 'Suits and Litigation (Civil)']"
Israel Names Prime Suspects in Abductions,2014-06-27,article,News,,"['Palestinians', 'Kidnapping']"
Make College Accessible,2014-06-27,article,Letter,,"['Colleges and Universities', 'Tuition', 'Student Loans']"
Libraries and the Young,2014-06-27,article,Letter,,"['Children and Childhood', 'Books and Literature', 'Reading and Writing Skills (Education)', 'Libraries and Librarians']"
"For British Spy in Iraq, Affection Is Strong but Legacy Is Unfulfilled",2014-06-27,article,News,,['World War I (1914-18)']
Militarism and Humiliation Cast Shadow on Germany,2014-06-27,article,News,,['World War I (1914-18)']
The War to End All Wars? Hardly. But It Did Change Them Forever.,2014-06-27,article,News,,"['World War I (1914-18)', 'Cemeteries']"
Belgians Share Their Land With War’s Reminders,2014-06-27,article,News,,"['World War I (1914-18)', 'Bombs and Explosives', 'Defense and Military Forces']"
"In Sarajevo, Divisions That Drove an Assassin Have Only Begun to Heal",2014-06-27,article,News,,"['World War I (1914-18)', 'Assassinations and Attempted Assassinations']"
A Battle in Ukraine Echoes Through the Decades,2014-06-27,article,News,,['World War I (1914-18)']
When the Americans Turned the Tide,2014-06-27,article,News,,"['World War I (1914-18)', 'United States Defense and Military Forces']"
Murdoch’s Letter on Slaughter at Gallipoli,2014-06-27,multimedia,Interactive Feature,,['World War I (1914-18)']
Destroying Bombs From World War I,2014-06-27,multimedia,Video,,"['World War I (1914-18)', 'Bombs and Explosives']"
The Bomb Collector of Ypres,2014-06-27,multimedia,Video,,"['Bombs and Explosives', 'Collectors and Collections', 'World War I (1914-18)']"
"At Gallipoli, a Campaign That Laid Ground for National Identities",2014-06-27,article,News,,"['World War I (1914-18)', 'Defense and Military Forces']"
Tourists Flock to Damaged Cars,2014-06-27,multimedia,Slideshow,,[]
Heedless of Traffic Laws,2014-06-27,article,Letter,,"['Roads and Traffic', 'Traffic Signals and Signs']"
Florida Court Overturns Death Sentence for 1985 Killing,2014-06-27,article,News,,"['Sentences (Criminal)', 'Murders and Attempted Murders', 'Sex Crimes', 'False Arrests, Convictions and Imprisonments']"
"Tribe, Purveyor of Hummus, Hopes to Narrow Sabra’s Lead With New Campaign",2014-06-27,article,News,,"['Hummus', 'ADVERTISING AND MARKETING', 'Food', 'Condiments']"
U.S. Defense Is Bolstered by a New Man in the Middle,2014-06-27,article,News,,"['World Cup 2014 (Soccer)', 'Soccer']"
Lock ’Em Up Nation,2014-06-27,article,Op-Ed,,"['Medical Marijuana', 'Law and Legislation', 'Mandatory Sentencing']"
"In Atlanta, Some Dispute Murder Charge Against Father in Hot-Car Death of Boy",2014-06-27,article,News,,"['Murders and Attempted Murders', 'Child Abuse and Neglect']"
"Where Killings Are Common, Death of Activist Stuns Benghazi",2014-06-27,article,News,,['Assassinations and Attempted Assassinations']
Guantánamo Detainees’ Lawyers Urge Obama to Approve Release to Uruguay,2014-06-27,article,News,,['Detainees']
Artful Guises in the Belle Epoque,2014-06-27,article,News,,"['Movies', 'DVD (Digital Versatile Disc)', 'Video Recordings, Downloads and Streaming', 'Video Releases (Entertainment)']"
The Supreme Court Was Right to Allow Anti-Abortion Protests,2014-06-27,article,Op-Ed,,"['Freedom of Speech and Expression', 'ABORTION', 'First Amendment (US Constitution)']"
Obama: ‘You Guys Are the Reason I Ran’,2014-06-27,multimedia,Video,,[]
High Tension and a Cold Shoulder at Border of Two Koreas,2014-06-27,article,News,,"['International Relations', 'Embargoes and Sanctions', 'Boycotts']"
Clip: ‘Earth to Echo’,2014-06-27,multimedia,Video,,[]
"In a Diner With Obama, a Serving of Ordinary Life",2014-06-27,article,News,,"['Midterm Elections (2014)', 'United States Politics and Government', 'Minimum Wage', 'Elections, House of Representatives', 'Elections, Senate']"
The Incompetence Dogma,2014-06-27,article,Op-Ed,,"['Health Insurance and Managed Care', 'Patient Protection and Affordable Care Act (2010)', 'Conservatism (US Politics)', 'United States Politics and Government']"
"Cavaliers Pick Wiggins at No. 1, Bringing N.B.A. Draft Speculation Full Circle",2014-06-27,article,News,,"['Basketball', 'Draft and Recruitment (Sports)']"
"Winning Lottery Numbers for June 26, 2014",2014-06-27,article,List,,['Lotteries']
"Here Are the 43,634 Properties in Detroit That Were on the Brink of Foreclosure in 2014",2014-06-27,multimedia,Interactive Feature,,"['Foreclosures', 'Real Estate and Housing (Residential)']"
"Secrets of the Universe, Embedded in Pop Ditties",2014-06-27,article,Review,,['Movies']
Most Will Be Able to Automatically Renew Coverage Under Health Law,2014-06-27,article,News,,"['Health Insurance and Managed Care', 'Patient Protection and Affordable Care Act (2010)']"
Redrawn Lines Seen as No Cure in Iraq Conflict,2014-06-27,article,News,,"['Middle East and North Africa Unrest (2010- )', 'International Relations', 'Kurds', 'Sunni Muslims', 'Shiite Muslims', 'Muslims and Islam']"
Bleak Prognosis From Both Sides of Aisle in House for Immigration Overhaul ,2014-06-27,article,News,,"['Immigration and Emigration', 'United States Politics and Government', 'Midterm Elections (2014)', 'Tea Party Movement', 'Executive Orders and Memorandums']"
A Dark Horse Is Adjusting to Rising Expectations,2014-06-27,article,News,,"['World Cup 2014 (Soccer)', 'Soccer']"
Politicians’ Prescriptions for Marijuana Defy Doctors and Data,2014-06-27,article,News,,"['Medical Marijuana', 'Research', 'Law and Legislation']"
In the Eye of a European Political Storm Stands a Quiet Enigma,2014-06-27,article,News,,['European Sovereign Debt Crisis (2010- )']
The Supreme Court’s Powerful New Consensus,2014-06-27,article,Op-Ed,,['Decisions and Verdicts']
"As a Bandwagon Fills, a Team Fails Forward",2014-06-27,article,News,,"['World Cup 2014 (Soccer)', 'Soccer']"
This Weekend: A Jeff Koons Retrospective,2014-06-27,multimedia,Video,,"['Art', 'Museums', 'Conventions, Fairs and Trade Shows', 'Hurricane Sandy (2012)', 'ANATOMY AND PHYSIOLOGY', 'Hurricane Sandy']"
The Road to Dov Charney’s Ouster at American Apparel,2014-06-27,article,News,,"['Sexual Harassment', 'Suits and Litigation (Civil)', 'Boards of Directors', 'Shopping and Retail', 'Fashion and Apparel']"
"In Botched Case of Park Jogger, an Altered Life",2014-06-27,article,News,,"['Sex Crimes', 'Central Park Jogger Case (1989)']"
A 100-Year Legacy of World War I,2014-06-27,multimedia,Interactive Feature,,['World War I (1914-18)']
They Don’t Make ’Em Like They Used To,2014-06-27,article,Op-Ed,,"['Infrastructure (Public Works)', 'Bridges and Tunnels', 'Building (Construction)']"
"As Pakistan Advances Against Taliban, Fleeing Civilians Pour Into Northern Towns",2014-06-27,article,News,,"['Refugees and Displaced Persons', 'Drones (Pilotless Planes)', 'United States International Relations', 'Humanitarian Aid', 'Civilian Casualties']"
Songs and Scars From Father to Son,2014-06-27,article,Review,,['Theater']
The Disturbing Anthrax Accident,2014-06-27,article,Editorial,,"['ANTHRAX', 'Laboratories and Scientific Equipment', 'Accidents and Safety', 'Epidemics', 'Medicine and Health', 'Editorials']"
Mangrove Menace,2014-06-27,article,News,,['Crossword Puzzles']
BNP Paribas Expected to Plead Guilty and Pay $8.9 Billion Fine,2014-06-27,article,News,,"['Banking and Financial Institutions', 'Embargoes and Sanctions']"
The Spiritual Recession,2014-06-27,article,Op-Ed,,"['Capitalism (Theory and Philosophy)', 'Democracy (Theory and Philosophy)', 'Social Conditions and Trends', 'United States International Relations']"
"In the Shadows of Shrines, Shiite Forces Are Preparing to Fight ISIS",2014-06-27,article,News,,"['Shiite Muslims', 'Muslims and Islam']"
Parts Supplier Delphi Is Scrutinized in G.M. Recall,2014-06-27,article,News,,"['Automobile Safety Features and Defects', 'Traffic Accidents and Safety', 'Suits and Litigation (Civil)', 'Automobiles', 'Engineering and Engineers', 'Roads and Traffic']"
A Unanimous Supreme Court: Abortion Rights Lose a Buffer,2014-06-27,article,Editorial,,"['ABORTION', 'Decisions and Verdicts', 'Demonstrations, Protests and Riots', 'Freedom of Speech and Expression', 'Editorials']"
A Unanimous Supreme Court: A Blow to Presidential Appointments,2014-06-27,article,Editorial,,"['Presidents and Presidency (US)', 'United States Politics and Government', 'Constitution (US)', 'Appointments and Executive Changes', 'Decisions and Verdicts', 'Editorials']"
"Events in Westchester for June 29-July 5, 2014",2014-06-27,article,Schedule,,['Culture (Arts)']
Lew Unveils Small Steps to Augment Loan Modification Program,2014-06-27,article,News,,"['Mortgages', 'Real Estate and Housing (Residential)', 'Affordable Housing', 'Credit and Debt', 'Homeowner Affordability and Stability Plan', 'Subprime Mortgage Crisis', 'Renting and Leasing (Real Estate)']"
"In Bronx, Joy and Agony for Ghana’s World Cup Match",2014-06-27,article,News,,"['World Cup 2014 (Soccer)', 'Ghanaian-Americans', 'Soccer']"
"Events in Connecticut for June 29-July 5, 2014",2014-06-27,article,Schedule,,['Culture (Arts)']
F.D.A. Approves Remote-Control Brace,2014-06-27,article,Brief,,"['Remote Control Systems', 'Walking', 'Spine (Body Part)']"
"Events on Long Island for June 29-July 5, 2014",2014-06-27,article,Schedule,,['Culture (Arts)']
"Mets’ Night Features Lots of Outfielders, but Few Runs",2014-06-27,article,News,,['Baseball']
Honduras Releases Jailed Florida Crew,2014-06-27,article,News,,[]
Knicks Draft Cleanthony Early of Wichita State,2014-06-27,article,News,,"['Basketball', 'Draft and Recruitment (Sports)']"
Plan Expedited for Affordable Housing Near Barclays Center in Brooklyn,2014-06-27,article,News,,"['Affordable Housing', 'Atlantic Yards (Brooklyn)', 'Real Estate and Housing (Residential)']"
Cuomo Signs Bill Seeking Reforms at Queens Library,2014-06-27,article,News,,['Libraries and Librarians']
How Texans May See a Property Tax Cut,2014-06-27,article,News,,['Property Taxes']
When to Use Your Head,2014-06-27,article,News,,[]
New Twists as House Weighs Impeaching a Regent,2014-06-27,article,News,,[]
"At Border, Immediacy of a Crisis Supersedes Politics",2014-06-27,article,News,,"['Immigration and Emigration', 'Illegal Immigration', 'Volunteers and Community Service']"
"John Tull, Lawyer Whose Illness Created a Bioterrorism Scare, Dies at 65",2014-06-27,article,Obituary (Obit),,"['Plague', 'Deaths (Obituaries)']"
The Runway Is Clear,2014-06-27,article,News,,"['Boats and Boating', 'AIRLINES AND AIRPLANES']"
"Detroit Needs Residents, but Sends Some Packing",2014-06-27,article,News,,"['Foreclosures', 'Real Estate and Housing (Residential)', 'Population', 'Property Taxes', 'Poverty', 'Area Planning and Renewal']"
Ask Well: Fatty Liver and Diet,2014-06-27,article,News,,"['Diet and Nutrition', 'Liver', 'Medicine and Health', 'Weight']"
Word of the Day | savor,2014-06-27,article,News,,[]
"For Young Offenders, a New Confidence Game",2014-06-27,article,News,,"['Magic and Magicians', 'Juvenile Delinquency']"
Kenya’s Future Clouds as Tensions Rise and Tourists Flee,2014-06-27,article,News,,"['Terrorism', 'Economic Conditions and Trends']"
Niki Acosta: Camp Boss Covers All the Bases,2014-06-27,article,News,,['Camps and Camping']
What’s on Friday,2014-06-27,article,Schedule,,[]
N.H.L. Draft Prospect Is Familiar With Pressure,2014-06-27,article,News,,"['Hockey, Ice', 'Draft and Recruitment (Sports)']"
"Quotation of the Day for Friday, June 27, 2014",2014-06-27,article,Quote,,[]
"Corrections: June 27, 2014",2014-06-27,article,News,,[]
Shia LaBeouf Arrested for Disorderly Conduct at Studio 54,2014-06-27,article,News,,[]
People’s Daily Takes Firm Stance Against Urine Consumption,2014-06-27,article,News,,['Alternative and Complementary Medicine']
First if No Longer Foremost,2014-06-27,article,News,,"['Historic Buildings and Sites', 'Courts and the Judiciary', 'Books and Literature']"
The Taco Truck Stops Here,2014-06-27,article,News,,"['Food Trucks', 'Tacos']"
An Icon of Indian Roads Is Set Out to Pasture,2014-06-27,article,News,,[]
Student Crossword | Africa,2014-06-27,article,News,,['Crossword Puzzles']
Lawsuit Adds to Concern Over China Commodities Fraud,2014-06-27,article,News,,"['Commodities', 'Suits and Litigation (Civil)']"
6 Q’s About the News | U.S. Moves On With Assist From Portugal,2014-06-27,article,News,,[]
UniCredit’s Online Unit Raises at Least $916 Million in I.P.O.,2014-06-27,article,News,,['Initial Public Offerings']
U.S. Lays Groundwork to Reduce Land Mines and Join Global Treaty,2014-06-27,article,News,,"['Mines, Explosive', 'ARMS CONTROL AND LIMITATION AND DISARMAMENT', 'United States International Relations', 'Nuclear Weapons', 'United States Politics and Government', 'United States Defense and Military Forces']"
"What the Camera Sees, and Doesn’t See",2014-06-27,article,News,,"['Art', 'Photography']"
"Defying Russia, Ukraine Signs E.U. Trade Pact",2014-06-27,article,News,,['International Trade and World Market']
New York Today: Pick Your Pool,2014-06-27,article,News,,[]
"In Taiwan, Chinese Official Confronted With Voices of Democracy",2014-06-27,article,News,,[]
Your Friday Briefing,2014-06-27,article,News,,[]
A Minimum Wage That Makes More Sense,2014-06-27,article,News,,"['Minimum Wage', 'Wages and Salaries', 'States (US)']"
"Daily Report: Effort by Facebook to Safeguard Data From the Law Fails, For Now",2014-06-27,article,News,,"['Fourth Amendment (US Constitution)', 'Social Media']"
The Agriculture Secretary Sees a Smart (Phone) Solution to GMO Labeling Fight,2014-06-27,article,News,,[]
New Signs That China Is Scrutinizing Foreign NGOs,2014-06-27,article,News,,"['Acquired Immune Deficiency Syndrome', 'Philanthropy', 'United States Defense and Military Forces']"
"Sorry, Harry Reid: Koch Industries Probably Pays a Lot of Corporate Tax",2014-06-27,article,News,,"['Corporate Taxes', 'United States Politics and Government', 'Corporations']"
Junya Watanabe: Spring 2015 Menswear,2014-06-27,multimedia,Slideshow,,[]
A Photographer Hunting for Light,2014-06-27,article,News,,['Photography']
"In Class Action Against Apple and Others, Concerns From the Judge",2014-06-27,article,News,,"['Antitrust Laws and Competition Issues', 'Suits and Litigation (Civil)']"
"Summer Reading Contest, Week 3 | What Interested You Most in The Times This Week?",2014-06-27,article,News,,[]
Morning Views,2014-06-27,article,News,,['ABORTION']
Report Underscores Lingering Doubts in Search for Missing Plane,2014-06-27,article,News,,"['Malaysia Airlines Flight 370', 'Aviation Accidents and Safety']"
Why Is the World Silent?,2014-06-27,article,Op-Ed,,"['Prisons and Prisoners', 'Middle East and North Africa Unrest (2010- )', 'Human Rights and Human Rights Violations']"
China’s Anticorruption Campaign Unseats a Powerful Party Chief in Guangzhou,2014-06-27,article,News,,['Corruption (Institutional)']
Morning Agenda: $8.9 Billion Penalty for BNP,2014-06-27,article,News,,[]
"Oh You Silly Thing, of Course He’s Gay",2014-06-27,article,News,,"['Television', 'Homosexuality and Bisexuality']"
‘Orange Is the New Black’ Recap: All They’re Missing Is a Black Market Etsy,2014-06-27,article,News,,[]
How Islamic Fundamentalists Will Rule Mosul,2014-06-27,article,News,,[]
While You Were Watching World Cup 2014,2014-06-27,article,Op-Ed,,['World Cup 2014 (Soccer)']
Today in Small Business: How Much Cash Can I Take Out?,2014-06-27,article,News,,"['Entrepreneurship', 'Small Business', 'Start-ups']"
"Among Gay C.E.O.s, the Pressure to Conform",2014-06-27,article,News,,"['Homosexuality and Bisexuality', 'Discrimination', 'Appointments and Executive Changes', 'Books and Literature', 'Corporations']"
Milan Fashion Week Crowd Honors Dorchester Boycott,2014-06-27,article,News,,"['Hotels and Travel Lodgings', 'Shariah (Islamic Law)', 'Fashion and Apparel', 'Boycotts', 'Human Rights and Human Rights Violations', 'Milan Fashion Week']"
Chinese Workers at Iraq Power Plant Said to be Headed to Safety,2014-06-27,article,News,,['Evacuations and Evacuees']
Reliving Childhood Excursions,2014-06-27,article,News,,['Movies']
Paris Men’s Fashion Week: Junya Watanabe Spring/Summer 2015,2014-06-27,article,News,,"['Fashion and Apparel', 'Men and Boys', ""Men's Fashion Week"", 'Paris Fashion Week']"
"After 25 Years, Modest Gains at Mumbai Breast Milk Bank",2014-06-27,article,News,,"['Babies and Infants', 'Breastfeeding', 'Hospitals']"
An Education of the Heart: The Glenwood Towers Senior Center Prom,2014-06-27,article,News,,"['Education (K-12)', 'Parenting', 'Philanthropy']"
Russia Abruptly Cancels Rocket Launch,2014-06-27,article,News,,['Rocket Science and Propulsion']
Shiite Cleric in Iraq Urges Quick Decision on New Government,2014-06-27,article,News,,['Muslims and Islam']
In Our Pages: June 28,2014-06-27,article,News,,[]
She’s No One’s Idea of a Grandma,2014-06-27,article,News,,"['Movies', 'ACTORS AND ACTRESSES']"
Lawyers Defend Hong Kong Rule of Law in Show of Unity Against Beijing,2014-06-27,article,News,,[]
A New Search Zone for Malaysian Jet,2014-06-27,multimedia,Video,,"['Malaysia Airlines Flight 370', 'Sonar']"
Is The Times Ignoring a Scandal at the I.R.S.?,2014-06-27,article,News,,[]
"What’s News in Washington: Obama Returns, Powers Diminished",2014-06-27,article,News,,['United States Politics and Government']
A Nudge to Save a Bit More,2014-06-27,article,News,,"['Retirement', 'Pensions and Retirement Plans', 'Personal Finances', 'Social Media']"
"The Art Crowd Returns to Kent, England",2014-06-27,article,News,,"['Travel and Vacations', 'Art', 'Culture (Arts)']"
Not So Fast on the Use of Google Glass in Britain,2014-06-27,article,News,,"['Privacy', 'Wearable Computing']"
Q. & A. | Fashion Designer Duro Olowu on Curating His Second Art Show,2014-06-27,article,News,,[]
A World Cup of the Americas Ends Upbeat First Phase,2014-06-27,article,News,,"['World Cup 2014 (Soccer)', 'Soccer']"
A Fashionable Role for Julian Assange?,2014-06-27,article,News,,"['Fashion and Apparel', 'Public Relations and Publicity']"
Presenting ‘Play-Doh’,2014-06-27,multimedia,Video,,['Art']
"In Paris, the Bastille Neighborhood Recaptures Its Cool",2014-06-27,article,News,,['Travel and Vacations']
"At the Month-Mark, Modi Reflects",2014-06-27,article,News,,"['Blogs and Blogging (Internet)', 'Social Media']"
Sleep as a Competitive Advantage,2014-06-27,article,News,,"['Research', 'Sleep']"
R.B.S. to Spend $1.7 Billion on Mobile Banking Growth,2014-06-27,article,News,,"['Computers and the Internet', 'E-Commerce', 'Financial Planners']"
"After Buffer Zone Ruling, Abortion Rivals Prepare to Square Off Anew",2014-06-27,article,News,,"['ABORTION', 'Demonstrations, Protests and Riots']"
The Perils of Anaerobic Driving,2014-06-27,multimedia,Interactive Feature,,[]
The Real Hedwigs,2014-06-27,article,News,,"['Tony Awards (Theater Awards)', 'Photography', 'Homosexuality and Bisexuality', 'Theater']"
How to Solve an 88-Year-Old Literary Mystery,2014-06-27,article,News,,"['Research', 'Poetry and Poets', 'Writing and Writers', 'Railroad Accidents and Safety']"
Reply All: The 6.15.14 Issue,2014-06-27,article,News,,[]
Looking for the Russia I Once Knew,2014-06-27,article,News,,['Shoes and Boots']
Who Made That Slip ’N Slide?,2014-06-27,article,News,,"['Inventions and Patents', 'Toys', 'Water']"
Carl Hart: ‘Crack Wasn’t the Real Problem’,2014-06-27,article,Interview,,"['Addiction (Psychology)', 'Drug Abuse and Traffic', 'Cocaine and Crack Cocaine', 'Politics and Government']"
Is It Wrong to ‘Spoil’ World Cup Results?,2014-06-27,article,Question,,"['Ethicist, The (Times Column)', 'Ethics (Personal)', 'Labor and Jobs', 'Crime and Criminals', 'Soccer', 'World Cup 2014 (Soccer)', 'Sex Crimes']"
The Brave New World of Three-Parent I.V.F.,2014-06-27,article,News,,"['Genetics and Heredity', 'Babies and Infants', 'Genetic Engineering', 'In Vitro Fertilization', 'Infertility', 'DNA (Deoxyribonucleic Acid)', 'Biology and Biochemistry', 'Science and Technology', 'Mitochondria']"
Image of the Day: June 27,2014-06-27,article,News,,['World War II (1939-45)']
Weekend Auto Calendar: Goodwood Is Addicted to Winning,2014-06-27,article,News,,"['Automobiles', 'Automobile Racing', 'Antique and Classic Cars', 'Nascar Sprint Cup Series']"
Reform Conservatism on Work and Poverty,2014-06-27,article,News,,"['Income Tax', 'Poverty', 'Recession and Depression', 'Tax Credits, Deductions and Exemptions', 'United States Economy']"
"U.S. Catfish Program Could Stymie Pacific Trade Pact, 10 Nations Say ",2014-06-27,article,News,,"['Catfish', 'Trans-Pacific Partnership', 'International Trade and World Market']"
"Mary Rodgers, Author and Composer in a Musical Family, Dies at 83",2014-06-27,article,Obituary (Obit),,"['Theater', 'Music', 'Deaths (Obituaries)']"
"Shares of Michaels, Arts and Crafts Retailer, Are Flat on Debut",2014-06-27,article,News,,['Initial Public Offerings']
Five Guys and a Mean-Looking Dude,2014-06-27,article,News,,"['Good Samaritans', 'Restaurants']"
Kris Van Assch: Spring 2015 Menswear,2014-06-27,multimedia,Slideshow,,[]
Letters: Carter’s Woman Question,2014-06-27,article,News,,['Books and Literature']
Starting From Scratch,2014-06-27,article,News,,['Books and Literature']
Paperback Row,2014-06-27,article,List,,['Books and Literature']
Editors’ Choice,2014-06-27,article,List,,['Books and Literature']
Filmmakers,2014-06-27,article,News,,"['Books and Literature', 'Movies']"
Ghost of the Confederacy,2014-06-27,article,Review,,"['Books and Literature', 'Civil War (US) (1861-65)']"
The Awakening,2014-06-27,article,Review,,['Books and Literature']
Marooned,2014-06-27,article,Review,,['Books and Literature']
Fed’s Balance Sheet Punctuated by a Big Question Mark,2014-06-27,article,News,,"['Interest Rates', 'Quantitative Easing']"
Photographers on the Front Lines of the Great War,2014-06-27,multimedia,Slideshow,,[]
Nixon and Pelé: No Meeting of the Minds,2014-06-27,article,Web Log,,"['Soccer', 'Watergate Affair', 'United States Politics and Government']"
Art Matters | The Gallery Queen of Palm Beach Takes L.A.,2014-06-27,article,News,,['Art']
Bargains With a ‘But’,2014-06-27,article,News,,"['Affordable Housing', 'Real Estate and Housing (Residential)']"
"Dov Charney, Vying to Regain Control of American Apparel, Seeks to Increase His Stake",2014-06-27,article,News,,"['Credit and Debt', 'Ethics and Official Misconduct']"
Gunslingers,2014-06-27,article,Review,,['Books and Literature']
L’Étranger,2014-06-27,article,Review,,['Books and Literature']
Fortune’s Daughter,2014-06-27,article,Review,,['Books and Literature']
These Ages of Shoddy,2014-06-27,article,News,,[]
Neighborhood Watch,2014-06-27,article,Review,,['Books and Literature']
Inside the List,2014-06-27,article,News,,['Books and Literature']
Li Na Ousted at Wimbledon; Novak Djokovic Advances,2014-06-27,article,News,,"['Wimbledon Tennis Tournament', 'Tennis']"
Between Innings,2014-06-27,article,Review,,"['Books and Literature', 'Baseball']"
As Bad as It Gets,2014-06-27,article,Review,,"['Books and Literature', 'Baseball']"
"As Iraq Smolders, The Times Fortifies Its Baghdad Bureau",2014-06-27,article,News,,"['Iraq War (2003-11)', 'News and News Media', 'Newspapers']"
"Moving In, Slowly, to ‘Billionaires’ Row’",2014-06-27,article,News,,"['Luxury Goods and Services', 'Real Estate and Housing (Residential)']"
Saudi King Promises Help in Delicate Effort to Unite Factions in Iraq ,2014-06-27,article,News,,['United States International Relations']
Joe on WNYC’s Money Talking,2014-06-27,article,News,,[]
50 Ways to Love Your Quinoa,2014-06-27,article,News,,"['Cooking and Cookbooks', 'Medicine and Health', 'Quinoa', 'Recipes', 'Salads']"
Inside The New York Times Book Review: ‘The French Intifada’,2014-06-27,audio,,,['Books and Literature']
On the Market in the Region,2014-06-27,article,News,,['Real Estate and Housing (Residential)']
On the Market in New York City,2014-06-27,article,News,,['Real Estate and Housing (Residential)']
Inside The New York Times Book Review: ‘The French Intifada’,2014-06-27,audio,,,['Books and Literature']
Ukraine Signs European Union Trade Deal,2014-06-27,multimedia,Video,,['International Trade and World Market']
When Negativity Is What We Need,2014-06-27,article,News,,['Psychology and Psychologists']
Mysterious Art: An Installation Inspired by the Bermuda Triangle,2014-06-27,article,News,,['Art']
"Your Turn: A Weekend Thread, Open for Comments",2014-06-27,article,News,,[]
Driven | 2015 Subaru Legacy 2.5i,2014-06-27,multimedia,Video,,[]
New York Parish Fears Losing Daily Dose of ‘Spiritus Sancti’,2014-06-27,article,News,,['Latin Language']
Defending Devotees of the Latin Mass in New York,2014-06-27,article,News,,"['Latin Language', 'Shutdowns (Institutional)']"
"After a Dismal Quarter, a Rosy Outlook",2014-06-27,article,News,,"['Recession and Depression', 'Gross Domestic Product', 'Consumer Confidence (Economic Indicator)', 'United States Economy']"
Movie Review: ‘Snowpiercer’,2014-06-27,multimedia,Video,,['Movies']
Photographers on the Front Lines of the Great War,2014-06-27,multimedia,Slideshow,,[]
Movie Review: ‘Begin Again’,2014-06-27,multimedia,Video,,['Movies']
