headline,date,doc_type,material_type,section,keywords
Semifinal Reunion for Gulbis and Djokovic,2014-06-03,article,News,,"['Tennis', 'French Open (Tennis)']"
"Missing, Captured, Freed: The Case of Bowe Bergdahl",2014-06-03,article,Letter,,"['United States Defense and Military Forces', 'Prisoners of War']"
A Future for Bike Share,2014-06-03,article,Letter,,['Bicycles and Bicycling']
A ‘Docu-Ad’ Looks at Hardship of Those Without Bank Access,2014-06-03,article,News,,"['Personal Finances', 'Documentary Films and Programs', 'ADVERTISING AND MARKETING', 'Banking and Financial Institutions']"
Shipping Oil by Rail,2014-06-03,article,Letter,,"['Oil (Petroleum) and Gasoline', 'Railroad Accidents and Safety']"
Gail Collins Responds to Readers: ‘Excitement Mounts! Sort of’,2014-06-03,article,News,,[]
Women’s Colleges,2014-06-03,article,Letter,,"['Colleges and Universities', 'Transgender and Transsexual', 'Women and Girls']"
Medical Marijuana,2014-06-03,article,Letter,,['Medical Marijuana']
Segregation by Ability,2014-06-03,article,News,,[]
Clippers’ Sale Silences a Dialogue on Race,2014-06-04,article,News,,"['Basketball', 'Discrimination', 'Race and Ethnicity']"
Iraq’s Best Hope,2014-06-04,article,Op-Ed,,"['Kurds', 'Iraq War (2003-11)', 'Colleges and Universities']"
"Upscale Dairies Grow in India, Promising Safer Milk",2014-06-04,article,News,,"['Dairy Products', 'Milk', 'Organic Foods and Products', 'Agriculture and Farming']"
"In BNP Case and Beyond, Regulators Search for Penalties to Fit the Crimes",2014-06-04,article,News,,"['Banking and Financial Institutions', 'Regulation and Deregulation of Industry']"
Massachusetts: Details Emerge on Fatal Jet Crash,2014-06-04,article,Brief,,"['Aviation Accidents and Safety', 'AIRLINES AND AIRPLANES', 'Deaths (Fatalities)']"
G.M. Officials Say They Expect Mary Barra Will Be Cleared of Wrongdoing,2014-06-04,article,News,,"['Automobile Safety Features and Defects', 'Recalls and Bans of Products']"
Plan to Honor Big Developer in Brooklyn Is Criticized,2014-06-04,article,News,,"['Historic Buildings and Sites', 'Awards, Decorations and Honors', 'Atlantic Yards (Brooklyn)']"
Case’s Revolution Fund Invests in Supplier of Children’s Lunches,2014-06-04,article,News,,"['Children and Childhood', 'Food']"
Tunisian Man Accused Last Year of Terrorism Pleads Guilty to Lesser Counts,2014-06-04,article,News,,"['Terrorism', 'Sentences (Criminal)']"
Horse Racing Still Stumbling in Antidrug Push,2014-06-04,article,News,,"['Doping (Sports)', 'Horse Racing', 'Triple Crown (Horse Racing)', 'California Chrome (Race Horse)', 'Cheating']"
Smuggling Remembrance Into Tiananmen Square,2014-06-04,article,News,,"['Democracy (Theory and Philosophy)', 'Demonstrations, Protests, and Riots']"
Dai-ichi to Buy Protective Life for $5.7 Billion,2014-06-04,article,News,,"['Insurance', 'Life Insurance', 'Mergers, Acquisitions and Divestitures']"
Aiming Financial Weapons From Treasury War Room,2014-06-04,article,News,,"['Embargoes and Sanctions', 'United States International Relations']"
HOW THE INDUSTRY FARED IN MAY,2014-06-04,multimedia,Interactive Feature,,['Automobiles']
"Monarchies, More Useful Than You Think",2014-06-04,article,Editorial,,"['Royal Family', 'Editorials']"
A Prosecutor’s Reputation Sinks Lower,2014-06-04,article,Editorial,,"['District Attorneys', 'Editorials', 'Ethics and Official Misconduct']"
"BNP Paribas Pinned Hopes on Legal Memo, in Vain",2014-06-04,article,News,,"['Embargoes and Sanctions', 'Regulation and Deregulation of Industry']"
Protesters Cite New Details of Albuquerque Police Shooting as Reason for Rally,2014-06-04,article,News,,"['Demonstrations, Protests, and Riots', 'Police Brutality, Misconduct and Shootings', 'Murders and Attempted Murders']"
Amazon’s Power Play,2014-06-04,article,Editorial,,"['Antitrust Laws and Competition Issues', 'Book Trade and Publishing', 'E-Books and Readers', 'Editorials']"
"Don’t Harsh Our Mellow, Dude",2014-06-04,article,Op-Ed,,"['Marijuana', 'Regulation and Deregulation of Industry']"
How The Industry Fared In May,2014-06-04,multimedia,Interactive Feature,,['Automobiles']
Critics Are Questioning American Military Credo of Leaving No One Behind,2014-06-04,article,News,,"['Afghanistan War (2001- )', 'United States Defense and Military Forces', 'Prisoners of War', 'Ethics and Official Misconduct', 'Rescues']"
Favorite for Triple Crown Inspires a Run on Betting Tickets,2014-06-04,article,News,,"['Triple Crown (Horse Racing)', 'Belmont Stakes', 'Horse Racing', 'California Chrome (Race Horse)', 'Gambling', 'Collectors and Collections']"
Michigan Senate Passes Plan to Ease Detroit Pension Cuts,2014-06-04,article,News,,"['State Legislatures', 'Pensions and Retirement Plans', 'Bankruptcies', 'Government Employees']"
Deal to Free Bowe Bergdahl Puts Obama on Defensive,2014-06-04,article,News,,"['Prisoners of War', 'Detainees', 'Law and Legislation', 'United States Defense and Military Forces', 'United States Politics and Government', 'Afghanistan War (2001- )']"
Corporate Rivalries and Strategies Extend to the Street,2014-06-04,article,News,,"['Running', 'Banking and Financial Institutions', 'Corporations']"
Live-Blogging the Tiananmen Square Anniversary,2014-06-04,article,News,,[]
‘It Will Be Incomparably More Difficult to Rule China’,2014-06-04,article,News,,[]
Judge’s Decision to Hear Inmates’ Case Threatens Practice of Solitary Confinement,2014-06-04,article,News,,"['Prisons and Prisoners', 'Solitary Confinement', 'Suits and Litigation (Civil)', 'Eighth Amendment (US Constitution)']"
"In Stanley Cup Finals, Big Markets Don’t Mean Big Viewership",2014-06-04,article,News,,"['Hockey, Ice', 'Stanley Cup', 'Television', 'Ratings (Audience Measurement)']"
Let Sleeping Dogs Lie,2014-06-04,article,News,,"['Crossword Puzzles', 'Scrabble (Game)']"
All the World’s a Stage: One Player’s View of It,2014-06-04,article,Review,,['Theater']
Sam’s Club Plans a Safer Credit Card,2014-06-04,article,News,,"['Credit Cards', 'Cyberattacks and Hackers']"
A Growing Challenge for Germans Who Live by Bread Alone,2014-06-04,article,News,,"['Bread', 'Bakeries and Baked Products', 'Supermarkets and Grocery Stores']"
"Former Prosecutor in Brooklyn Was Consumed by Campaign, Emails Show",2014-06-04,article,News,,"['Elections, District Attorneys', 'Campaign Finance', 'Ethics and Official Misconduct']"
"Sather Is Used to Stanley Cup Finals, if Not With the Rangers",2014-06-04,article,News,,"['Hockey, Ice', 'Coaches and Managers', 'Stanley Cup']"
On the Line in Governors’ Stanley Cup Bets: Rice Cakes vs. Cupcakes,2014-06-04,article,News,,"['Hockey, Ice', 'Governors (US)']"
Blurred Lines Between Duty and Friendship,2014-06-04,article,News,,"['District Attorneys', 'Frauds and Swindling', 'Campaign Finance']"
Den Dekker Grabs an Opportunity in Center,2014-06-04,article,News,,['Baseball']
"Shot Yards Away From Police Station, a Teenager Collapses and Dies",2014-06-04,article,News,,['Murders and Attempted Murders']
Relatives of Victims of Drone Strikes Drop Appeal,2014-06-04,article,News,,"['Drones (Pilotless Planes)', 'Targeted Killings', 'Suits and Litigation (Civil)', 'Terrorism']"
"Mortimer Matz, a Middleman at the Nexus of Politics and Public Relations",2014-06-04,article,News,,"['Public Relations and Publicity', 'Campaign Finance']"
Lack of Cameras in Public Housing Outrages Residents and de Blasio,2014-06-04,article,News,,"['Cameras', 'Security and Warning Systems', 'Murders and Attempted Murders']"
"Winning Lottery Numbers for June 3, 2014",2014-06-04,article,List,,['Lotteries']
"Roy Goodman, Liberal Republican Stalwart in New York, Dies at 84",2014-06-04,article,Obituary (Obit),,"['State Legislatures', 'Deaths (Obituaries)']"
"A’s Donaldson, by Most Measures, Is Atop Game",2014-06-04,article,News,,['Baseball']
Can Bowe Bergdahl Be Tied to 6 Lost Lives? Facts Are Murky,2014-06-04,article,News,,"['Afghanistan War (2001- )', 'Deaths (Fatalities)', 'Prisoners of War']"
"Anna Berger, an Actress With a Gift for Matriarchs, Dies at 91",2014-06-04,article,Obituary (Obit),,"['Theater', 'Movies', 'Television', 'Deaths (Obituaries)', 'ACTORS AND ACTRESSES']"
The Republican Case Against Republican Economics,2014-06-04,article,Op-Ed,,"['Conservatism (US Politics)', 'United States Politics and Government', 'United States Economy', 'Income Inequality']"
No Vacancy,2014-06-04,multimedia,Interactive Feature,,"['Hockey, Ice']"
‘Fargo’ Recap: Spinning Into a New Cycle,2014-06-04,article,News,,['Television']
"Quotation of the Day for Wednesday, June 4, 2014",2014-06-04,article,Quote,,[]
A Fairer World Cup Draw,2014-06-04,multimedia,Interactive Feature,,"['World Cup (Soccer)', 'Soccer', 'World Cup 2014 (Soccer)']"
Justice Department Plans to Begin a Review of Music Licensing Rules ,2014-06-04,article,News,,"['Music', 'Royalties', 'Copyrights and Copyright Violations', 'Regulation and Deregulation of Industry']"
Losing Weight May Require Some Serious Fun,2014-06-04,article,News,,"['Calories', 'Exercise', 'Medicine and Health', 'Psychology and Psychologists', 'Weight']"
Banned Books Week to Focus on Comics and Graphic Novels,2014-06-04,article,News,,"['Books and Literature', 'Censorship', 'Comic Books and Strips']"
Word of the Day | mite,2014-06-04,article,News,,[]
The State of U.S. Strategy in Syria,2014-06-04,multimedia,Video,,"['Middle East and North Africa Unrest (2010- )', 'United States Defense and Military Forces', 'International Relations']"
The World Cup Draw Is Unfair. Here’s a Better Way.,2014-06-04,article,News,,"['World Cup 2014 (Soccer)', 'Soccer']"
Mets Lose Lead in 8th and Game in the 9th,2014-06-04,article,News,,['Baseball']
What’s On Wednesday,2014-06-04,article,Schedule,,[]
Special Parking Rules in New York,2014-06-04,article,News,,['Parking']
"In New Jersey, a Republican Nominee Will Try to Hold On to a Congressional Seat",2014-06-04,article,News,,['Primaries and Caucuses']
"Corrections: June 4, 2014",2014-06-04,article,News,,[]
Yankees Still Searching for Runs and Victories,2014-06-04,article,News,,['Baseball']
Wave of Minors on Their Own Rush to Cross Southwest Border,2014-06-04,article,News,,"['Children and Childhood', 'Illegal Immigration', 'Deportation']"
Egypt: Sisi Wins With 97 Percent,2014-06-04,article,Brief,,['Elections']
Yemen: Deadly Fighting Flares,2014-06-04,article,Brief,,"['Terrorism', 'International Relations']"
Saudi Arabia: MERS Toll Revised,2014-06-04,article,Brief,,"['MERS (Middle East Respiratory Syndrome)', 'Deaths (Fatalities)']"
Where Bergdahl Disappeared,2014-06-04,multimedia,Interactive Feature,,"['Afghanistan War (2001- )', 'Prisoners of War']"
Growth Has Been Good for Decades. So Why Hasn’t Poverty Declined?,2014-06-04,article,News,,"['United States Economy', 'Poverty', 'Income Inequality', 'Taxation', 'Gross Domestic Product']"
Jury Announced for Guggenheim Helsinki Museum Design Competition,2014-06-04,article,News,,"['ARCHITECTURE', 'Design']"
Recent Commercial Real Estate Transactions,2014-06-04,article,News,,"['Real Estate and Housing (Residential)', 'Real Estate (Commercial)']"
"Democrats Shouldn’t Dream in Mississippi, Where a Runoff Looms",2014-06-04,article,News,,"['Voting and Voters', 'Primaries and Caucuses', 'Elections, Senate']"
G.O.P. Nominee for Governor Faces an Uphill Climb in California,2014-06-04,article,News,,"['Elections, Governors', 'Primaries and Caucuses']"
"Test Yourself | Math, June 4, 2014",2014-06-04,article,News,,[]
Dufry to Buy Duty-Free Rival for About $1.7 Billion,2014-06-04,article,News,,"['AIRPORTS', 'Mergers, Acquisitions and Divestitures', 'Private Equity', 'Shopping and Retail']"
"Obama, Seeking Unity on Russia, Meets Obstacles",2014-06-04,article,News,,['United States International Relations']
6 Q’s About the News | New U.S. Effort to Aid Unaccompanied Child Migrants,2014-06-04,article,News,,[]
The Big Dig,2014-06-04,multimedia,Interactive Feature,,"['Cooking and Cookbooks', 'Recipes', 'Clams']"
How Jurgen Klinsmann Plans to Make U.S. Soccer Better (and Less American),2014-06-04,article,News,,"['World Cup 2014 (Soccer)', 'Soccer', 'Coaches and Managers']"
Iran Offers a Window to the West,2014-06-04,article,News,,"['Embargoes and Sanctions', 'Photography']"
When Do You Write by Hand?,2014-06-04,article,News,,[]
Border Guards in Ukraine Abandon Posts,2014-06-04,article,News,,[]
Analysis of President Obama’s Speech,2014-06-04,article,News,,[]
"Through Miss India and Its Critics, Two Approaches to Women’s Empowerment",2014-06-04,article,News,,['Women and Girls']
Your Wednesday Briefing,2014-06-04,article,News,,[]
New York Today: Public Servants of the Year,2014-06-04,article,News,,[]
Carlyle in Talks for Majority Stake in French Campsite Operator,2014-06-04,article,News,,"['Mergers, Acquisitions and Divestitures', 'Private Equity']"
"Militants Attack Pakistani Army, Killing 6 Soldiers and Setting Back Peace Talks ",2014-06-04,article,News,,['Defense and Military Forces']
Crowds Gather in Hong Kong for Anniversary of Tiananmen Crackdown,2014-06-04,article,News,,"['Demonstrations, Protests, and Riots']"
Sallie Krawcheck Opens an Index Fund Focused on Women,2014-06-04,article,News,,"['Banking and Financial Institutions', 'Stocks and Bonds', 'Women and Girls']"
Taliban Deftly Offer Message in Video of Freed U.S. Soldier,2014-06-04,article,News,,"['Afghanistan War (2001- )', 'Prisoners of War', 'Video Recordings, Downloads and Streaming']"
"The Path to Workers, and Their Stories, in Abu Dhabi",2014-06-04,article,News,,"['Building (Construction)', 'Foreign Workers', 'Immigration and Emigration', 'News and News Media', 'Strikes']"
"TV Apps Are Soaring in Popularity, Report Says",2014-06-04,article,News,,"['Computers and the Internet', 'Mobile Applications', 'Television', 'Video Recordings, Downloads and Streaming']"
Kristof Recalls a Bloody Day in Beijing,2014-06-04,article,News,,"['Demonstrations, Protests and Riots']"
Why I’m Rethinking My Investment in E-Commerce,2014-06-04,article,News,,"['ADVERTISING AND MARKETING', 'Computers and the Internet', 'E-Commerce', 'Shopping and Retail', 'Small Business']"
Lithuania Moves Closer to Joining Euro Zone,2014-06-04,article,News,,['Euro (Currency)']
Musée Picasso in Paris Names New President,2014-06-04,article,News,,['Museums']
"1989: Army, Firing at Beijing Crowds, Tightens Grip",2014-06-04,article,News,,"['Demonstrations, Protests and Riots']"
The Department Store Wars Are Heating Up,2014-06-04,article,News,,['Shopping and Retail']
Morning Agenda: BNP’s Secret Weapon Misfired,2014-06-04,article,News,,[]
Markit Sets Price Range for I.P.O.,2014-06-04,article,News,,"['Banking and Financial Institutions', 'Initial Public Offerings']"
Hillary Clinton Says She Has ‘Moved On’ From Lewinsky Scandal,2014-06-04,article,News,,['United States Politics and Government']
A Tupac for Everyone,2014-06-04,article,News,,"['Theater', 'Rap and Hip-Hop', 'Poetry and Poets', 'Music']"
Tony Award Predictions: Leading Actress in a Play,2014-06-04,article,News,,"['Theater', 'Tony Awards (Theater Awards)']"
No Need to Read the Fed’s Beige Book if You Read This Instead,2014-06-04,article,News,,"['United States Politics and Government', 'Banking and Financial Institutions']"
Very Serious Europeans,2014-06-04,article,News,,[]
Germany Charges 3 With Terrorism,2014-06-04,article,News,,"['Muslims and Islam', 'Terrorism']"
Morning Views,2014-06-04,article,News,,[]
Cameras to Inspire Vacation Envy,2014-06-04,multimedia,Video,,['Cameras']
Taliban Video Shows Bergdahl Handover,2014-06-04,multimedia,Video,,"['Prisoners of War', 'United States Defense and Military Forces', 'Video Recordings, Downloads and Streaming']"
Corned Beef With Mayonnaise,2014-06-04,article,News,,"['Delicatessens', 'Mayonnaise', 'Sandwiches']"
A Hybrid Camera That May Be All You Need,2014-06-04,article,News,,"['Cameras', 'Photography']"
Bold Sounds: Orchestras Honored for ‘Adventurous Programming’,2014-06-04,article,News,,"['Awards, Decorations and Honors', 'Classical Music']"
Gallery | No Filter,2014-06-04,article,News,,[]
What’s News in Washington: Mississippi Primary Too Close to Call,2014-06-04,article,News,,[]
Announcing NYT Opinion,2014-06-04,article,Letter,,"['Newspapers', 'Mobile Applications']"
Introducing Op-Talk,2014-06-04,article,News,,[]
Desire in High Gear,2014-06-04,article,News,,['Theater']
Three Sweet Spots for Camera Shoppers,2014-06-04,article,News,,['Cameras']
Obama Backs Ukraine’s New President,2014-06-04,multimedia,Video,,['Appointments and Executive Changes']
Countdown to 2014 World Cup in Brazil: Day 8,2014-06-04,article,News,,"['Soccer', 'World Cup 2014 (Soccer)']"
Incumbent in Mississippi Runoff Aims for More Than Just G.O.P. Votes ,2014-06-04,article,News,,"['Primaries and Caucuses', 'Tea Party Movement']"
"In Unusual Collaboration, Police and Prosecutors Team Up to Reduce Crime",2014-06-04,article,News,,"['Crime and Criminals', 'District Attorneys']"
"When Courts Consider Evidence, Abortion Supporters Win",2014-06-04,article,News,,['ABORTION']
"New York City Soda Fight, in Court, Tests Agency’s Power",2014-06-04,article,News,,"['Soft Drinks', 'Diet and Nutrition', 'City Councils', 'Obesity']"
Biking Tiananmen Square,2014-06-04,multimedia,Video,,[]
A School Tackles Cyberbullying,2014-06-04,multimedia,Video,,"['Bullies', 'Education (K-12)']"
"House Hunting in ...Mykonos, Greece",2014-06-04,article,News,,['Real Estate and Housing (Residential)']
"What You Get for ... $1,950,000",2014-06-04,article,News,,['Real Estate and Housing (Residential)']
Victory in Syrian Election Is Show of Assad’s Control,2014-06-04,article,News,,['Middle East and North Africa Unrest (2010- )']
"East Northport, L.I.: Good Schools, Good Neighbors",2014-06-04,article,News,,['Real Estate and Housing (Residential)']
Risking a Health Insurance Strategy the I.R.S. May Not Approve,2014-06-04,article,News,,"['Health Insurance and Managed Care', 'Federal Taxes (US)', 'Small Business']"
"Overruled, Judge Still Left a Mark on S.E.C. Agenda",2014-06-04,article,News,,"['Banking and Financial Institutions', 'Mortgage-Backed Securities', 'Securities and Commodities Violations', 'Suits and Litigation (Civil)']"
Venice Mayor Is Arrested on Corruption Charges,2014-06-04,article,News,,"['Corruption (Institutional)', 'Levees and Dams']"
The Fight Against Fake Drugs,2014-06-04,article,News,,"['Counterfeit Merchandise', 'Drugs (Pharmaceuticals)', 'Labeling and Labels', 'Text Messaging']"
Feeling For | Modern Basics Dyed With Ancient Medicinal Plants,2014-06-04,article,News,,[]
Dozens of Gang Suspects Held in Raids in Manhattan,2014-06-04,article,News,,['Gangs']
Found Poem Favorite | ‘I want to be a pilot’,2014-06-04,article,News,,[]
Colon Cancer Screening Saves Lives,2014-06-04,article,News,,"['Colon and Colorectal Cancer', 'Medicine and Health', 'Tests (Medical)']"
Dalit Protesters In Delhi Sit-In Brush With Police,2014-06-04,article,News,,"['Demonstrations, Protests, and Riots', 'Police', 'Sex Crimes', 'Women and Girls']"
New York vs. Los Angeles: Rivalry Revived,2014-06-04,article,News,,"['Hockey, Ice', 'Stanley Cup', 'Baseball']"
"Travelport, Backed by Blackstone, Files for an I.P.O.",2014-06-04,article,News,,"['Initial Public Offerings', 'Private Equity', 'Travel and Vacations']"
"Channing, Abraham and Mullally to Join ‘It’s Only a Play’ on Broadway",2014-06-04,article,News,,['Theater']
Decent Draw and Rising Hopes for California Chrome,2014-06-04,article,News,,"['Triple Crown (Horse Racing)', 'Horse Racing', 'California Chrome (Race Horse)', 'Belmont Stakes']"
The New Face of ‘Networking’,2014-06-04,article,News,,[]
Would You Try This Health Insurance Strategy With Your Company?,2014-06-04,article,News,,"['Health Insurance and Managed Care', 'Patient Protection and Affordable Care Act (2010)', 'Small Business']"
Hillary Speaks! But Oh So Carefully.,2014-06-04,article,News,,[]
Iran’s Leader Says Obama Has Removed Military Option,2014-06-04,article,News,,"['United States International Relations', 'Nuclear Weapons']"
Exclamation Points for the Ear,2014-06-04,article,News,,"['Shopping and Retail', 'Jewels and Jewelry', 'Fashion and Apparel']"
S.E.C. Drops Insider Trading Case Against Health Care Executive,2014-06-04,article,News,,['Insider Trading']
A Separatist Militia in Ukraine With Russian Fighters Holds a Key,2014-06-04,article,News,,['Defense and Military Forces']
"On Tiananmen Anniversary, China’s Military Touts Its Strength",2014-06-04,article,News,,[]
"In Valeant’s Bid for Allergan, an Opaque Business Model Is Revealed",2014-06-04,article,News,,"['Company Reports', 'Mergers, Acquisitions and Divestitures']"
Pharrell Williams at the Apollo Theater,2014-06-04,multimedia,Slideshow,,['Music']
In Our Pages: June 5,2014-06-04,article,News,,"['Bombs and Explosives', 'Vietnam War', 'World War II (1939-45)']"
A Curriculum to Strengthen Students Against Cyberbullying,2014-06-04,article,News,,"['Bullies', 'Education (K-12)', 'Parenting', 'Social Media']"
Wasserstein & Co. to Buy Back American Lawyer,2014-06-04,article,News,,"['Mergers, Acquisitions and Divestitures']"
Daddy Dear,2014-06-04,multimedia,Slideshow,,['Books and Literature']
How Not to Pay the Price for Free Wi-Fi,2014-06-04,article,News,,"['Computer Security', 'Cyberattacks and Hackers', 'Wireless Communications', 'Travel and Vacations']"
Daniel Nardicio: Closing a Gay Generation Gap,2014-06-04,article,News,,"['Homosexuality and Bisexuality', 'Bars and Nightclubs', 'Parties (Social)', 'Dancing']"
Finding Inspiration for a Civil Rights Museum,2014-06-04,article,Question,,"['Civil Rights and Liberties', 'Travel and Vacations', 'Museums']"
Nicholas Kristof on Tiananmen Square,2014-06-04,multimedia,Video,,"['Demonstrations, Protests, and Riots']"
"Tiananmen Square, the Turning Point That Wasn’t: A Q. & A. With Nicholas Kristof",2014-06-04,article,News,,['Writing and Writers']
Bergdahl’s Fellow Soldier Speaks Out,2014-06-04,multimedia,Video,,"['Afghanistan War (2001- )', 'United States Defense and Military Forces', 'Prisoners of War']"
Data Readings Converge to Show an Economy Regaining Momentum,2014-06-04,article,News,,"['International Trade and World Market', 'Productivity', 'United States Economy', 'Labor and Jobs']"
An Unusual van Gogh Work at a German Museum – His Ear,2014-06-04,article,News,,"['Art', 'Genetics and Heredity']"
Today in Small Business: The Suitcase Entrepreneur,2014-06-04,article,News,,"['Entrepreneurship', 'Small Business', 'United States Economy']"
Boehner Calls for More Action on V.A. Scandal,2014-06-04,article,News,,"['Veterans', 'United States Defense and Military Forces', 'Law and Legislation', 'Hospitals']"
"Year-End Roundup, 2013-14 | Math, Science, Health and Technology",2014-06-04,article,News,,[]
Image of the Day: June 4,2014-06-04,article,News,,"['Soccer', 'World Cup 2014 (Soccer)']"
The Anatomy of a Political Direct-Mail Solicitation,2014-06-04,article,News,,"['Campaign Finance', 'United States Politics and Government']"
Watches Win NATO Support,2014-06-04,article,News,,"['Watches and Clocks', 'Collectors and Collections']"
T Toasts Gucci’s Charity with Beyoncé,2014-06-04,article,News,,[]
Vernon Davis Breaks His Silence Over Fantex I.P.O.,2014-06-04,article,News,,['Initial Public Offerings']
Are Young People Sheltering in School?,2014-06-04,article,News,,"['Colleges and Universities', 'Youth']"
"After Bribery Scandal, High-Level Departures at Walmart",2014-06-04,article,News,,"['Foreign Corrupt Practices Act (1977)', 'Bribery and Kickbacks', 'Appointments and Executive Changes']"
Hillshire Must Decide Whether to Be Target or Suitor,2014-06-04,article,News,,"['Mergers, Acquisitions and Divestitures']"
"Janelle Monáe on Daily Devotionals, Electric Bicycles and Afro-Futurism",2014-06-04,article,News,,[]
The Rangers’ Adventures in the Stanley Cup Finals,2014-06-04,multimedia,Slideshow,,"['Hockey, Ice', 'Stanley Cup']"
Wheelies: The Loose Lug Nuts Edition,2014-06-04,article,News,,"['Automobile Safety Features and Defects', 'Small Cars (Compact, Subcompact and Microcars)', 'Organized Labor', 'Recalls and Bans of Products']"
Cosmos Up Next for Red Bulls in U.S. Open Cup,2014-06-04,article,News,,"['Soccer', 'United States Open Cup (Soccer)']"
The Great Experiment,2014-06-04,article,News,,[]
Happenings | Love and Marriage on the Roof of the Wythe Hotel,2014-06-04,article,News,,"['Hotels and Travel Lodgings', 'Marriages', 'Same-Sex Marriage, Civil Unions and Domestic Partnerships']"
Start the Presses,2014-06-04,article,Review,,"['Newspapers', 'Books and Literature']"
New York vs. L.A. in Stanley Cup,2014-06-04,multimedia,Video,,"['Hockey, Ice', 'Stanley Cup']"
Tiananmen Vigils in Hong Kong and Taiwan,2014-06-04,multimedia,Video,,"['Human Rights and Human Rights Violations', 'Candles']"
Sara Lee’s Breakup Is Starting to Pay Off,2014-06-04,article,News,,"['Mergers, Acquisitions and Divestitures']"
No Longer Updating,2014-06-04,article,News,,[]
"In Elections Across the World, Democracy Is a Matter of Definition",2014-06-04,article,News,,"['Elections', 'Middle East and North Africa Unrest (2010- )', 'Voting and Voters']"
"The Triple Crown Winners, Fit to Print",2014-06-04,multimedia,Interactive Feature,,"['Triple Crown (Horse Racing)', 'Horse Racing', 'Belmont Stakes', 'Kentucky Derby', 'Preakness Stakes']"
Appeals Court Ruling in S.E.C. Case Will Curb Judicial Power Over Settlements,2014-06-04,article,News,,"['Courts and the Judiciary', 'Decisions and Verdicts', 'Regulation and Deregulation of Industry', 'Securities and Commodities Violations', 'Suits and Litigation (Civil)']"
"Two Players on the Rise, but Only One Will Make It to the Final",2014-06-04,article,News,,"['Tennis', 'French Open (Tennis)']"
Breakdown: Death at the Track,2014-06-04,multimedia,Video,,['Horse Racing']
"BNP Paribas Faces Capital Hit, but Not a Dire One",2014-06-04,article,News,,"['Company Reports', 'Fines (Penalties)', 'Regulation and Deregulation of Industry']"
"Via Tablet or Smartphone, Learning With MOOCs ",2014-06-04,article,News,,"['E-Learning', 'Mobile Applications', 'Calendars']"
"In Amsterdam, a New Food Tour",2014-06-04,article,News,,"['Food', 'Travel and Vacations']"
Columbia Names Editor and Publisher for Global Reports Series,2014-06-04,article,News,,['Books and Literature']
The Rangers’ Adventures in the Stanley Cup Finals,2014-06-04,article,News,,"['Hockey, Ice', 'Stanley Cup']"
"When a Family Gets Away, Its Problems Make the Trip",2014-06-04,article,Review,,['Books and Literature']
In His Words | The Art of Inscrutability,2014-06-04,article,News,,['Art']
"The Gun Report: June 4, 2014",2014-06-04,article,News,,[]
Coldplay Holds at No. 1,2014-06-04,article,News,,['Music']
" With a Flair for the Dramatic, Doughty Fuels the Stoic Kings ",2014-06-04,article,News,,"['Hockey, Ice']"
"Eimear McBride, a Debut Novelist, Wins Baileys Fiction Prize",2014-06-04,article,News,,"['Awards, Decorations and Honors', 'Books and Literature', 'Women and Girls']"
Clip: ‘Borgman’,2014-06-04,multimedia,Video,,[]
"Street Style in El Raval, Barcelona",2014-06-04,article,News,,['Fashion and Apparel']
Concrete Shoes Are So Last Season,2014-06-04,article,News,,['Movies']
Europe Gets Negative Interest Rates. What Does That Even Mean?,2014-06-04,article,News,,"['Banking and Financial Institutions', 'Interest Rates', 'Economic Conditions and Trends']"
"Magical Forest, Comic Mishaps",2014-06-04,article,Review,,['Dancing']
An Icon They Clicked On,2014-06-04,article,News,,"['Fashion and Apparel', 'Awards, Decorations and Honors', 'Parties (Social)', 'Music']"
"Letting a Mighty Nave Breathe, in Full View of a Neighborhood",2014-06-04,article,News,,"['ARCHITECTURE', 'Building (Construction)', 'Real Estate and Housing (Residential)']"
"Zara, Where Insiders Look for an Edge",2014-06-04,article,News,,"['Fashion and Apparel', 'Shopping and Retail', 'Blogs and Blogging (Internet)']"
Donna Karan: Milestones,2014-06-04,multimedia,Interactive Feature,,['Fashion and Apparel']
Seek and Ye Shall Find a Hottie,2014-06-04,article,Review,,['Television']
An Elusive Hand at the Goldman Pairs,2014-06-04,article,News,,"['Cards and Card Games', 'Bridge (Card Game)']"
"Recollections of Warriors, Redeployed Into Dance",2014-06-04,article,News,,['Dancing']
"In a First, Test of DNA Finds Root of Illness",2014-06-04,article,News,,"['Encephalitis', 'DNA (Deoxyribonucleic Acid)', 'Microbiology', 'Tests (Medical)', 'Research', 'Medicine and Health', 'Bacteria']"
Your Evening Briefing,2014-06-04,article,News,,[]
Single Dose of Antibiotic Found Effective in Quelling MRSA,2014-06-04,article,News,,"['ANTIBIOTICS', 'Methicillin-Resistant Staphylococcus Aureus', 'Infections', 'Skin', 'Drugs (Pharmaceuticals)', 'Research']"
Ex-Convict Arrested in Stabbing of Brooklyn Children,2014-06-04,article,News,,['Murders and Attempted Murders']
Germany Begins Inquiry of U.S. in Surveillance Case,2014-06-04,article,News,,"['Espionage and Intelligence Services', 'United States International Relations', 'Wiretapping and Other Eavesdropping Devices and Methods']"
Who Says a Woman Needs a Boyfriend for a Great Shirt?,2014-06-04,article,News,,"['Fashion and Apparel', 'Ties (Apparel)', 'Shopping and Retail', 'Women and Girls']"
